design_matrix_id,botanical_entry_id,food_forest_layer,canonical_layer_primary,canonical_layer_secondary,layer_stack_tags,guild_role,shade_tolerance,water_need,companion_tags,notes,source_table,source_row
SDM-BOT-BR-0344,BOT-BR-0344,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,xeric_support,medium_to_high,low,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,17541
SDM-BOT-BR-0345,BOT-BR-0345,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,111876
SDM-BOT-BR-0346,BOT-BR-0346,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber,medium_to_high,medium,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,125458
SDM-BOT-BR-0347,BOT-BR-0347,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber,medium_to_high,medium_to_high,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,82120
SDM-BOT-BR-0348,BOT-BR-0348,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber,medium_to_high,medium_to_high,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,17072
SDM-BOT-BR-0349,BOT-BR-0349,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;xeric_support,medium_to_high,low,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,25981
SDM-BOT-BR-0350,BOT-BR-0350,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,wetland_filter,medium_to_high,low_to_medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,11444
SDM-BOT-BR-0351,BOT-BR-0351,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Montane/cloud-edge guild; Nitrogen input guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,101063
SDM-BOT-BR-0352,BOT-BR-0352,Canopy,canopy,,primary:canopy;raw:canopy_tree;plant_type:tree;size:XL,structural,medium_to_high,low_to_medium,Ubatuba small-tree nurse canopy; Nitrogen input guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=canopy,angiospermsdatabase.xlsx,22914
SDM-BOT-BR-0353,BOT-BR-0353,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,14942
SDM-BOT-BR-0354,BOT-BR-0354,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,14946
SDM-BOT-BR-0355,BOT-BR-0355,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,290521
SDM-BOT-BR-0356,BOT-BR-0356,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:subshrub_layer;plant_type:subshrub;secondary:aquatic_marginal;size:S,leafy_green;nitrogen_fixer;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Nitrogen input guild; Homegarden companion guild,biome_tags=Atlantic_Forest|Coastal_Restinga|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,22931
SDM-BOT-BR-0357,BOT-BR-0357,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:subshrub_layer;plant_type:subshrub;secondary:aquatic_marginal;size:S,wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,4121
SDM-BOT-BR-0358,BOT-BR-0358,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13175
SDM-BOT-BR-0359,BOT-BR-0359,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13176
SDM-BOT-BR-0360,BOT-BR-0360,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium_to_high,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,108961
SDM-BOT-BR-0361,BOT-BR-0361,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter,medium_to_high,medium_to_high,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,86814
SDM-BOT-BR-0362,BOT-BR-0362,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13179
SDM-BOT-BR-0363,BOT-BR-0363,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13180
SDM-BOT-BR-0364,BOT-BR-0364,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,25985
SDM-BOT-BR-0365,BOT-BR-0365,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Montane/cloud-edge guild; Nitrogen input guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,79049
SDM-BOT-BR-0366,BOT-BR-0366,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber,medium_to_high,low_to_medium,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,35278
SDM-BOT-BR-0367,BOT-BR-0367,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber;xeric_support,medium_to_high,low,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,17299
SDM-BOT-BR-0368,BOT-BR-0368,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,low_to_medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7379
SDM-BOT-BR-0369,BOT-BR-0369,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,low_to_medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,28595
SDM-BOT-BR-0370,BOT-BR-0370,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber;xeric_support,medium_to_high,low,Ubatuba vertical support liana; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7389
SDM-BOT-BR-0371,BOT-BR-0371,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7391
SDM-BOT-BR-0372,BOT-BR-0372,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7392
SDM-BOT-BR-0373,BOT-BR-0373,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7397
SDM-BOT-BR-0374,BOT-BR-0374,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7401
SDM-BOT-BR-0375,BOT-BR-0375,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber;xeric_support,medium_to_high,low,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,7402
SDM-BOT-BR-0376,BOT-BR-0376,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,108434
SDM-BOT-BR-0377,BOT-BR-0377,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,xeric_support,medium_to_high,low,Ubatuba understory companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,10124
