design_matrix_id,botanical_entry_id,food_forest_layer,canonical_layer_primary,canonical_layer_secondary,layer_stack_tags,guild_role,shade_tolerance,water_need,companion_tags,notes,source_table,source_row
SDM-BOT-BR-0656,BOT-BR-0656,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,fruit_producer;xeric_support,medium_to_high,low,Ubatuba shrub matrix companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,17659
SDM-BOT-BR-0657,BOT-BR-0657,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Montane/cloud-edge guild; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,104848
SDM-BOT-BR-0658,BOT-BR-0658,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,20638
SDM-BOT-BR-0659,BOT-BR-0659,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural;xeric_support,medium_to_high,low,Ubatuba small-tree nurse canopy; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,20639
SDM-BOT-BR-0660,BOT-BR-0660,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium_to_high,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,20640
SDM-BOT-BR-0661,BOT-BR-0661,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,6966
SDM-BOT-BR-0662,BOT-BR-0662,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,low_to_medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,32508
SDM-BOT-BR-0663,BOT-BR-0663,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:subshrub_layer;plant_type:subshrub;secondary:aquatic_marginal;size:S,pollinator_support,medium_to_high,low_to_medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,32510
SDM-BOT-BR-0664,BOT-BR-0664,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Restinga soil binder; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,39292
SDM-BOT-BR-0665,BOT-BR-0665,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Ubatuba small-tree nurse canopy; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,39293
SDM-BOT-BR-0666,BOT-BR-0666,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,wetland_filter,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,39302
SDM-BOT-BR-0667,BOT-BR-0667,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,low_to_medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,13735
SDM-BOT-BR-0668,BOT-BR-0668,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium_to_high,Montane/cloud-edge guild; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,87679
SDM-BOT-BR-0669,BOT-BR-0669,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium_to_high,Montane/cloud-edge guild; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,87683
SDM-BOT-BR-0670,BOT-BR-0670,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,288572
SDM-BOT-BR-0671,BOT-BR-0671,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,109624
SDM-BOT-BR-0672,BOT-BR-0672,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:mixed_layer;plant_type:other;secondary:aquatic_marginal;size:M,xeric_support,medium_to_high,low,Homegarden companion guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,15660
SDM-BOT-BR-0673,BOT-BR-0673,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,128971
SDM-BOT-BR-0674,BOT-BR-0674,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,17752
SDM-BOT-BR-0675,BOT-BR-0675,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:subshrub_herb;secondary:aquatic_marginal;size:S,wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,12920
SDM-BOT-BR-0676,BOT-BR-0676,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural;xeric_support,medium_to_high,low,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,17677
SDM-BOT-BR-0677,BOT-BR-0677,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber,medium_to_high,low_to_medium,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,17106
SDM-BOT-BR-0678,BOT-BR-0678,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber;xeric_support,medium_to_high,low,Restinga soil binder; Nitrogen input guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,101004
SDM-BOT-BR-0679,BOT-BR-0679,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,medium,Ubatuba shrub matrix companion; Nitrogen input guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,105184
SDM-BOT-BR-0680,BOT-BR-0680,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,20947
SDM-BOT-BR-0681,BOT-BR-0681,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,fruit_producer;climber,medium_to_high,medium_to_high,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,82152
SDM-BOT-BR-0682,BOT-BR-0682,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural;xeric_support,medium_to_high,low,Montane/cloud-edge guild; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,32765
SDM-BOT-BR-0683,BOT-BR-0683,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,low_to_medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,111306
SDM-BOT-BR-0684,BOT-BR-0684,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,109625
SDM-BOT-BR-0685,BOT-BR-0685,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Rocky outcrop resilience guild; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,109626
SDM-BOT-BR-0686,BOT-BR-0686,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,1344
SDM-BOT-BR-0687,BOT-BR-0687,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium_to_high,Montane/cloud-edge guild; Bird/bat food-web guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,1352
SDM-BOT-BR-0688,BOT-BR-0688,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,1357
SDM-BOT-BR-0689,BOT-BR-0689,Sub-canopy,subcanopy,,primary:subcanopy;raw:subcanopy_tree_shrub;plant_type:tree_shrub;size:L,structural,medium_to_high,low_to_medium,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,14545
SDM-BOT-BR-0690,BOT-BR-0690,Climber,climber,,primary:climber;raw:shrub_layer;plant_type:shrub;size:M,climber,medium_to_high,low_to_medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,32808
SDM-BOT-BR-0691,BOT-BR-0691,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber;xeric_support,medium_to_high,low,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,14553
SDM-BOT-BR-0692,BOT-BR-0692,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,low_to_medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,14555
SDM-BOT-BR-0693,BOT-BR-0693,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,14558
SDM-BOT-BR-0694,BOT-BR-0694,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,14561
SDM-BOT-BR-0695,BOT-BR-0695,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,14562
SDM-BOT-BR-0696,BOT-BR-0696,Climber,climber,,primary:climber;raw:subshrub_layer;plant_type:subshrub;size:S,climber,medium_to_high,medium_to_high,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,21131
SDM-BOT-BR-0697,BOT-BR-0697,Climber,climber,,primary:climber;raw:vine_layer;plant_type:liana_vine;size:L,climber,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=climber,angiospermsdatabase.xlsx,14569
SDM-BOT-BR-0698,BOT-BR-0698,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,wetland_filter,medium_to_high,medium,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,14835
SDM-BOT-BR-0699,BOT-BR-0699,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,14866
SDM-BOT-BR-0700,BOT-BR-0700,Shrub / Aquatic / Marginal,shrub,aquatic_marginal,primary:shrub;raw:shrub_layer;plant_type:shrub;secondary:aquatic_marginal;size:M,structural,medium_to_high,medium,Ubatuba shrub matrix companion; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=shrub,angiospermsdatabase.xlsx,14882
SDM-BOT-BR-0701,BOT-BR-0701,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,109630
SDM-BOT-BR-0702,BOT-BR-0702,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:subshrub_herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Riparian/wetland stabilizer; Pollinator support guild; Homegarden companion guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,14890
SDM-BOT-BR-0703,BOT-BR-0703,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green,medium_to_high,medium,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,291097
SDM-BOT-BR-0704,BOT-BR-0704,Herbaceous / Aquatic / Marginal,herbaceous,aquatic_marginal,primary:herbaceous;raw:herb_layer;plant_type:herb;secondary:aquatic_marginal;size:S,leafy_green;wetland_filter;xeric_support,medium_to_high,low,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Coastal_Restinga|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=herbaceous,angiospermsdatabase.xlsx,6729
SDM-BOT-BR-0705,BOT-BR-0705,Canopy,canopy,,primary:canopy;raw:canopy_tree;plant_type:tree;size:XL,structural,medium_to_high,low_to_medium,Montane/cloud-edge guild; Nitrogen input guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=canopy,angiospermsdatabase.xlsx,78798
SDM-BOT-BR-0706,BOT-BR-0706,Canopy,canopy,,primary:canopy;raw:canopy_tree;plant_type:tree;size:XL,structural;xeric_support,medium_to_high,low,Restinga soil binder; Nitrogen input guild,biome_tags=Atlantic_Forest|Coastal_Restinga; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=canopy,angiospermsdatabase.xlsx,29894
SDM-BOT-BR-0707,BOT-BR-0707,Canopy,canopy,palm,primary:canopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural,medium_to_high,medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=canopy,angiospermsdatabase.xlsx,15733
SDM-BOT-BR-0708,BOT-BR-0708,Sub-canopy,subcanopy,palm,primary:subcanopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural;xeric_support,medium_to_high,low,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,34080
SDM-BOT-BR-0709,BOT-BR-0709,Sub-canopy,subcanopy,palm,primary:subcanopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural,low,low_to_medium,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,26581
SDM-BOT-BR-0710,BOT-BR-0710,Sub-canopy,subcanopy,palm,primary:subcanopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural,medium_to_high,low_to_medium,Montane/cloud-edge guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest|Highland; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,26582
SDM-BOT-BR-0711,BOT-BR-0711,Sub-canopy,subcanopy,palm,primary:subcanopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural,low,low_to_medium,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,15738
SDM-BOT-BR-0712,BOT-BR-0712,Canopy,canopy,palm,primary:canopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural,medium_to_high,medium,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=canopy,angiospermsdatabase.xlsx,34081
SDM-BOT-BR-0713,BOT-BR-0713,Sub-canopy,subcanopy,palm,primary:subcanopy;raw:palm_layer;plant_type:palm;palm;size:XL,structural,low,low_to_medium,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,biome_tags=Atlantic_Forest; Layer mapping derived from JBRJ life form + phytogeographic domains. | Ubatuba focus companion tags and guild-role overlays added. | normalized_layer_primary=subcanopy,angiospermsdatabase.xlsx,44824
